0 subset_data/train/real/i2i_0.png 0
1 subset_data/train/real/i2i_1.png 0
2 subset_data/train/real/i2i_2.png 0
3 subset_data/train/i2i/i2i_3.png 1
4 subset_data/train/i2i/i2i_4.png 1
5 subset_data/train/i2i/i2i_5.png 1
6 subset_data/train/i2i/i2i_6.png 1
7 subset_data/train/i2i/i2i_7.png 1
8 subset_data/train/i2i/i2i_8.png 1
9 subset_data/train/i2i/i2i_9.png 1
10 subset_data/train/real/i2i_10.png 0
11 subset_data/train/i2i/i2i_11.png 1
12 subset_data/train/i2i/i2i_12.png 1
13 subset_data/train/real/i2i_13.png 0
14 subset_data/train/real/i2i_14.png 0
15 subset_data/train/i2i/i2i_15.png 1
16 subset_data/train/i2i/i2i_16.png 1
17 subset_data/train/i2i/i2i_17.png 1
18 subset_data/train/real/i2i_18.png 0
19 subset_data/train/i2i/i2i_19.png 1
20 subset_data/train/real/i2i_20.png 0
21 subset_data/train/real/i2i_21.png 0
22 subset_data/train/i2i/i2i_22.png 1
23 subset_data/train/real/i2i_23.png 0
24 subset_data/train/i2i/i2i_24.png 1
25 subset_data/train/real/i2i_25.png 0
26 subset_data/train/i2i/i2i_26.png 1
27 subset_data/train/real/i2i_27.png 0
28 subset_data/train/i2i/i2i_28.png 1
29 subset_data/train/real/i2i_29.png 0
30 subset_data/train/i2i/i2i_30.png 1
31 subset_data/train/i2i/i2i_31.png 1
32 subset_data/train/i2i/i2i_32.png 1
33 subset_data/train/i2i/i2i_33.png 1
34 subset_data/train/real/i2i_34.png 0
35 subset_data/train/i2i/i2i_35.png 1
36 subset_data/train/real/i2i_36.png 0
37 subset_data/train/real/i2i_37.png 0
38 subset_data/train/i2i/i2i_38.png 1
39 subset_data/train/i2i/i2i_39.png 1
40 subset_data/train/i2i/i2i_40.png 1
41 subset_data/train/real/i2i_41.png 0
42 subset_data/train/i2i/i2i_42.png 1
43 subset_data/train/i2i/i2i_43.png 1
44 subset_data/train/real/i2i_44.png 0
45 subset_data/train/real/i2i_45.png 0
46 subset_data/train/real/i2i_46.png 0
47 subset_data/train/real/i2i_47.png 0
48 subset_data/train/real/i2i_48.png 0
49 subset_data/train/real/i2i_49.png 0
50 subset_data/train/real/i2i_50.png 0
51 subset_data/train/real/i2i_51.png 0
52 subset_data/train/real/i2i_52.png 0
53 subset_data/train/i2i/i2i_53.png 1
54 subset_data/train/real/i2i_54.png 0
55 subset_data/train/i2i/i2i_55.png 1
56 subset_data/train/i2i/i2i_56.png 1
57 subset_data/train/real/i2i_57.png 0
58 subset_data/train/i2i/i2i_58.png 1
59 subset_data/train/i2i/i2i_59.png 1
60 subset_data/train/real/i2i_60.png 0
61 subset_data/train/i2i/i2i_61.png 1
62 subset_data/train/real/i2i_62.png 0
63 subset_data/train/i2i/i2i_63.png 1
64 subset_data/train/real/i2i_64.png 0
65 subset_data/train/i2i/i2i_65.png 1
66 subset_data/train/real/i2i_66.png 0
67 subset_data/train/real/i2i_67.png 0
68 subset_data/train/i2i/i2i_68.png 1
69 subset_data/train/real/i2i_69.png 0
70 subset_data/train/i2i/i2i_70.png 1
71 subset_data/train/real/i2i_71.png 0
72 subset_data/train/real/i2i_72.png 0
73 subset_data/train/real/i2i_73.png 0
74 subset_data/train/i2i/i2i_74.png 1
75 subset_data/train/real/i2i_75.png 0
76 subset_data/train/real/i2i_76.png 0
77 subset_data/train/i2i/i2i_77.png 1
78 subset_data/train/real/i2i_78.png 0
79 subset_data/train/i2i/i2i_79.png 1
80 subset_data/train/i2i/i2i_80.png 1
81 subset_data/train/real/i2i_81.png 0
82 subset_data/train/i2i/i2i_82.png 1
83 subset_data/train/i2i/i2i_83.png 1
84 subset_data/train/i2i/i2i_84.png 1
85 subset_data/train/real/i2i_85.png 0
86 subset_data/train/real/i2i_86.png 0
87 subset_data/train/real/i2i_87.png 0
88 subset_data/train/real/i2i_88.png 0
89 subset_data/train/real/i2i_89.png 0
90 subset_data/train/i2i/i2i_90.png 1
91 subset_data/train/real/i2i_91.png 0
92 subset_data/train/i2i/i2i_92.png 1
93 subset_data/train/i2i/i2i_93.png 1
94 subset_data/train/real/i2i_94.png 0
95 subset_data/train/real/i2i_95.png 0
96 subset_data/train/real/i2i_96.png 0
97 subset_data/train/i2i/i2i_97.png 1
98 subset_data/train/i2i/i2i_98.png 1
99 subset_data/train/i2i/i2i_99.png 1
